tweet_id,date,time,name,rating_numerator,rating_denominator,breed_pred,pred_conf,dog_stage,source,text,favorite_count,retweet_count
892177421306343426,2017-08-01,00:17:27,Tilly,13,10,Chihuahua,0.323581,None,iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",29232,5278
891815181378084864,2017-07-31,00:18:03,Archie,12,10,Chihuahua,0.716012,None,iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,21975,3466
891689557279858688,2017-07-30,15:58:51,Darla,13,10,Labrador_retriever,0.168086,None,iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,36779,7190
891327558926688256,2017-07-29,16:00:24,Franklin,12,10,basset,0.555712,None,iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",35166,7723
891087950875897856,2017-07-29,00:08:17,None,13,10,Chesapeake_Bay_retriever,0.425595,None,iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,17738,2586
890971913173991426,2017-07-28,16:27:12,Jax,13,10,Appenzeller,0.34170300000000003,None,iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",10325,1649
890729181411237888,2017-07-28,00:22:40,None,13,10,Pomeranian,0.566142,None,iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,56644,15692
890609185150312448,2017-07-27,16:25:51,Zoey,13,10,Irish_terrier,0.487574,None,iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,24433,3605
890006608113172480,2017-07-26,00:31:25,Koda,13,10,Samoyed,0.957979,None,iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,26954,6119
889880896479866881,2017-07-25,16:11:53,Bruno,13,10,French_bulldog,0.377417,None,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,24495,4142
889638837579907072,2017-07-25,00:10:02,Ted,12,10,French_bulldog,0.99165,None,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,23574,3701
889278841981685760,2017-07-24,00:19:32,Oliver,13,10,whippet,0.626152,None,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,22014,4426
888917238123831296,2017-07-23,00:22:39,Jim,12,10,golden_retriever,0.714719,None,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,25520,3746
888804989199671297,2017-07-22,16:56:37,Zeke,13,10,golden_retriever,0.46976,None,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,22385,3517
888554962724278272,2017-07-22,00:23:06,Ralphus,13,10,Siberian_husky,0.700377,None,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,17253,2867
888078434458587136,2017-07-20,16:49:33,Gerald,12,10,French_bulldog,0.995026,None,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,19095,2885
887705289381826560,2017-07-19,16:06:48,Jeffrey,13,10,basset,0.821664,None,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,26528,4521
887473957103951883,2017-07-19,00:47:34,Canela,13,10,Pembroke,0.809197,None,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,59970,14968
887343217045368832,2017-07-18,16:08:03,None,13,10,Mexican_hairless,0.330741,None,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,29479,8785
887101392804085760,2017-07-18,00:07:08,None,12,10,Samoyed,0.733942,None,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,26885,4972
886983233522544640,2017-07-17,16:17:36,Maya,13,10,Chihuahua,0.793469,None,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,30253,6291
886736880519319552,2017-07-16,23:58:41,Mingus,13,10,kuvasz,0.309706,None,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",10461,2619
886258384151887873,2017-07-15,16:17:19,Waffles,13,10,pug,0.943575,None,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,24445,5258
885984800019947520,2017-07-14,22:10:11,Jimbo,12,10,Blenheim_spaniel,0.972494,None,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,28490,5590
885528943205470208,2017-07-13,15:58:47,Maisey,13,10,pug,0.369275,None,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,31495,5308
885167619883638784,2017-07-12,16:03:00,None,13,10,malamute,0.8124819999999999,None,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,19187,3654
884925521741709313,2017-07-12,00:01:00,Earl,12,10,Italian_greyhound,0.259916,None,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",66952,14953
884876753390489601,2017-07-11,20:47:12,Lola,13,10,chow,0.822103,None,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,24295,4643
884562892145688576,2017-07-11,00:00:02,Kevin,13,10,pug,0.5464060000000001,None,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,21239,3896
884441805382717440,2017-07-10,15:58:53,None,14,10,Pembroke,0.993225,None,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",23789,4779
883838122936631299,2017-07-09,00:00:04,Noah,12,10,Doberman,0.610946,None,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,19087,2849
883482846933004288,2017-07-08,00:28:19,Bella,14,10,golden_retriever,0.943082,None,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",40050,8231
883117836046086144,2017-07-07,00:17:54,None,13,10,golden_retriever,0.949562,None,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",32398,5512
882992080364220416,2017-07-06,15:58:11,Rusty,13,10,Eskimo_dog,0.466778,None,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,20915,3231
882627270321602560,2017-07-05,15:48:34,Stanley,13,10,Pembroke,0.542982,None,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,24520,5046
882268110199369728,2017-07-04,16:01:23,Alfy,13,10,golden_retriever,0.762211,None,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,39058,9587
882045870035918850,2017-07-04,01:18:17,Koko,13,10,golden_retriever,0.00694063,None,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",25625,4069
881906580714921986,2017-07-03,16:04:48,Rey,12,10,Weimaraner,0.291539,None,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,21380,2842
881666595344535552,2017-07-03,00:11:11,Gary,13,10,Saluki,0.529012,None,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,44406,8921
880872448815771648,2017-06-30,19:35:32,None,12,10,Pembroke,0.791416,None,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,18652,3193
880465832366813184,2017-06-29,16:39:47,Bella,12,10,golden_retriever,0.913255,None,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,24926,5195
880221127280381952,2017-06-29,00:27:25,Jesse,12,10,Chihuahua,0.238525,None,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,23574,3451
880095782870896641,2017-06-28,16:09:20,None,11,10,miniature_pinscher,0.120298,None,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,24233,3637
879862464715927552,2017-06-28,00:42:13,Romeo,13,10,basset,0.813507,None,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,19642,2916
879492040517615616,2017-06-27,00:10:17,Bailey,12,10,German_short-haired_pointer,0.479896,None,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,20644,2620
879415818425184262,2017-06-26,19:07:24,Duddles,13,10,English_springer,0.383404,None,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,92489,37254
879376492567855104,2017-06-26,16:31:08,Jack,12,10,Labrador_retriever,0.0334961,None,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,14799,2635
879008229531029506,2017-06-25,16:07:47,Beau,13,10,vizsla,0.960513,None,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,16720,2233
878281511006478336,2017-06-23,16:00:04,Shadow,13,10,basset,0.32042,None,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",6759,1071
878057613040115712,2017-06-23,01:10:23,Emmy,14,10,French_bulldog,0.839097,None,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,37016,5715
877736472329191424,2017-06-22,03:54:17,Aja,13,10,Chesapeake_Bay_retriever,0.8379559999999999,None,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,68970,15740
877556246731214848,2017-06-21,15:58:08,Penny,12,10,basset,0.995368,None,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,19837,3154
877316821321428993,2017-06-21,00:06:44,Dante,13,10,Saluki,0.5099670000000001,None,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",24064,4325
877201837425926144,2017-06-20,16:29:50,Nelly,12,10,Pembroke,0.93112,None,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,23790,4606
876484053909872640,2017-06-18,16:57:37,Benedict,13,10,golden_retriever,0.874566,None,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,16514,1991
876120275196170240,2017-06-17,16:52:05,Venti,13,10,Bernese_mountain_dog,0.534327,None,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",24616,3891
875747767867523072,2017-06-16,16:11:53,Goose,13,10,Labrador_retriever,0.799551,None,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",22033,3566
875144289856114688,2017-06-15,00:13:52,Nugget,13,10,Siberian_husky,0.245048,None,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,19365,4135
875021211251597312,2017-06-14,16:04:48,None,12,10,West_Highland_white_terrier,0.7143189999999999,None,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,22491,3956
874680097055178752,2017-06-13,17:29:20,Cash,12,10,Labrador_retriever,0.836052,None,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,24512,3908
874057562936811520,2017-06-12,00:15:36,None,12,10,flat-coated_retriever,0.8321770000000001,None,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",20052,3369
873580283840344065,2017-06-10,16:39:04,None,13,10,Newfoundland,0.678537,None,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",21318,3334
872820683541237760,2017-06-08,14:20:41,None,13,10,pug,0.99912,None,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13027,3158
872620804844003328,2017-06-08,01:06:27,Monkey,13,10,cocker_spaniel,0.513191,None,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,18268,3058
872486979161796608,2017-06-07,16:14:40,None,12,10,Pembroke,0.931861,None,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,35990,7691
872122724285648897,2017-06-06,16:07:15,Kody,12,10,pug,0.06673630000000001,None,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,30107,6808
871879754684805121,2017-06-06,00:01:46,Lassie,13,10,Shetland_sheepdog,0.969171,None,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,32973,9213
871032628920680449,2017-06-03,15:55:36,Boomer,13,10,kelpie,0.3980530000000001,None,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",20103,3214
870656317836468226,2017-06-02,15:00:16,Cody,13,10,Pembroke,0.945495,None,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",10857,2191
